id,amnt_water,date,sponsor,altitude,installer,longitude,latitude,name,no_private,basin,village,region,region_id,district_id,lga,ward,demand,meeting,recorder,op_mgmnt,op_name,permit,year,e_type,e_type_grp,e_type_class,mgmnt,mgmnt_grp,fee,fee_type,w_quality,quality_grp,w_quantity,quantity_grp,source,source_type,source_class,type,type_grp,status
1113,0,40547,Government Of Tanzania,0,Government,33.1581778,-8.4174846,Mashineni,0,Lake Rukwa,Makongolosi,Mbeya,12,1,Chunya,Makongorosi,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,broken
58013,0,29/1/2013,Lga,366,LGA,39.08284335,-10.77008448,Kokini,0,Ruvuma / Southern Coast,Umoja,Mtwara,90,33,Masasi,Mkululu,1,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1983,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,dry,dry,spring,spring,groundwater,other,other,non-functional
48820,0,18/1/2013,,1674,,35.0671651,-4.71239211,Zahanati,0,Internal,Makhonge,Singida,13,2,Singida Rural,Ngimu,45,TRUE,GeoData Consultants Ltd,VWC,I,,2000,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
73582,0,13/7/2011,Government Of Tanzania,0,RWE,30.81695227,-2.52656904,Kiiza,0,Lake Victoria,Kankanguke,Kagera,18,30,Ngara,Rusumo,0,TRUE,GeoData Consultants Ltd,VWC,Kabaheshi spring source,FALSE,0,other - rope pump,rope pump,rope pump,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
46163,0,22/8/2011,Dwe,1803,DWE,31.66682393,-8.65415711,Kwa John Kasonso,0,Lake Rukwa,Mwimbi Kati,Rukwa,15,2,Sumbawanga Rural,Mwimbi,300,TRUE,GeoData Consultants Ltd,VWC,Mwimbi water supply,TRUE,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
2098,0,24/10/2012,Water Aid /sema,0,UDC/Sema,32.32724806,-4.28008841,Kagongo,0,Lake Tanganyika,Kagongo,Shinyanga,14,4,Kahama,Ushetu,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
70628,0,41335,World Vision,1045,World vision,36.94399383,-3.4014589,Kikatiti Primary School,0,Pangani,Kambi Ya Mkaa,Arusha,2,7,Meru,Kikatiti,120,TRUE,GeoData Consultants Ltd,WUA,,FALSE,2008,gravity,gravity,gravity,wua,user-group,unknown,unknown,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,broken
60824,0,22/3/2013,Ministry Of Water,1386,,36.70115167,-3.03698034,Joshoni,0,Internal,Osinyai,Arusha,2,6,Longido,Longido,600,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1967,gravity,gravity,gravity,vwc,user-group,never pay,never pay,fluoride,fluoride,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
55181,0,41100,Netherlands,0,DWE,33.74555577,-3.03186199,Umoja B,0,Lake Victoria,Mwamagile,Shinyanga,17,2,Maswa,Buchambi,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
59129,500,28/2/2011,Acra,1997,ACRA,34.70336181,-9.33141018,none,0,Rufiji,Mgodechi,Iringa,11,4,Njombe,Njombe Urban,23,TRUE,GeoData Consultants Ltd,VWC,Tove,TRUE,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
30734,0,40762,,0,,33.65655843,-9.32539482,Kwa Mzee Mwakapola,0,Lake Nyasa,Ushirika,Mbeya,12,4,Rungwe,Mpuguso,0,TRUE,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
25856,3000,40551,Africare,881,Africa,31.41426122,-7.35938533,Cha Senta Ya Kijiji,0,Lake Rukwa,Makuyugu,Rukwa,15,1,Mpanda,Mamba,100,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2010,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,broken
62721,0,22/7/2011,Wananchi,0,wananchi,33.686045,-9.49212369,Kwa Nasibu Mwarobo,0,Lake Nyasa,Soko,Mbeya,12,3,Kyela,Busole,0,TRUE,GeoData Consultants Ltd,VWC,Lema water supplied scheme,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
39421,5000,23/7/2011,No,1832,DWE,31.32860187,-7.65648139,Barabara Ya Katani,0,Lake Rukwa,Mileshe,Rukwa,15,3,Nkasi,Chala,1,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1983,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non-functional
52343,0,15/10/2012,World Vision,0,World vision,32.15850514,-3.64794218,Maarifa,0,Lake Tanganyika,Kibondo,Shinyanga,17,5,Bukombe,Masumbwe,0,TRUE,GeoData Consultants Ltd,WUG,,TRUE,0,other,other,other,wug,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,non-functional
11197,0,24/1/2013,,1455,,34.51713972,-4.82785318,Athuman,0,Internal,Masweha,Singida,13,2,Singida Rural,Sepuko,1,,GeoData Consultants Ltd,VWC,,,1980,other,other,other,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,non-functional
31018,0,41488,Government Of Tanzania,0,DWE,33.1430361,-4.59272577,Nkiniziwa B,0,Lake Tanganyika,Nkiniziwa B,Tabora,14,1,Nzega,Nkiniziwa,0,FALSE,GeoData Consultants Ltd,VWC,Nkiniziwa and Mihama,TRUE,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,dam,dam,surface,communal standpipe,communal standpipe,non-functional
14427,0,24/3/2011,Government Of Tanzania,1186,DWE,38.46888788,-4.9326573,Kwa Mzee Paula Sabuni,0,Pangani,Muao,Tanga,4,1,Lushoto,Tamota,1,TRUE,GeoData Consultants Ltd,VWC,Kitopeni,TRUE,2008,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
35454,2000,18/2/2013,Danida,385,DANIDA,37.35985261,-11.38249998,Kwa Adam Makande,0,Ruvuma / Southern Coast,Milimbo,Ruvuma,10,1,Tunduru,Mchesi,1,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1985,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
42248,0,40734,Sida,0,Central government,33.86753419,-9.59155036,Mamlaka Ya Maji,0,Lake Nyasa,Mashariki,Mbeya,12,3,Kyela,Kyela Urban,0,TRUE,GeoData Consultants Ltd,Water authority,Kanga water supplied scheme,TRUE,0,gravity,gravity,gravity,water authority,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
20711,0,25/3/2013,Government Of Tanzania,1326,Community,36.95021045,-3.24404579,Latiyaeli Mafiye,0,Pangani,Mlombeni,Arusha,2,7,Meru,Leguruki,120,TRUE,GeoData Consultants Ltd,VWC,Nasula gravity water supply,TRUE,2008,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
20212,0,40732,Hesawa,1209,DWE,33.04736866,-1.84486098,Mwigeresi,0,Lake Victoria,Mwigeresi,Mwanza,19,1,Ukerewe,Bwisya,700,TRUE,GeoData Consultants Ltd,,,TRUE,1999,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
13543,0,40698,,0,,34.37868313,-8.75983129,Kwa Semtweve,0,Rufiji,Mjimwema,Mbeya,12,7,Mbarali,Rujewa,0,FALSE,GeoData Consultants Ltd,Water Board,,TRUE,0,gravity,gravity,gravity,water board,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional
52099,0,21/3/2013,Magadini-makiwaru Water,1268,Magadini-Makiwaru wa,37.01359609,-3.23720837,Kwa Itaeli Nassary,0,Pangani,Makiwaru,Kilimanjaro,3,7,Siha,Siha Kati,1,TRUE,GeoData Consultants Ltd,Water Board,BL Makiwaru,TRUE,2008,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
70814,0,23/10/2012,Government Of Tanzania,1401,Government,34.01232775,-1.79517679,Kwa Mzee Masanga,0,Lake Victoria,Rwisaka,Mara,20,3,Musoma Rural,Butiama,320,,GeoData Consultants Ltd,VWC,,TRUE,1964,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,dam,dam,surface,communal standpipe multiple,communal standpipe,non-functional
48041,0,25/3/2011,Water,0,Water,36.46710724,-6.21350362,Kwa Majenda,0,Wami / Ruvu,,Dodoma,1,3,Kongwa,Ugogoni,0,TRUE,GeoData Consultants Ltd,VWC,Ibwa,FALSE,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
23888,30,41369,Lowasa,1639,DWE,36.54075791,-3.30225576,Ngovuvulana,0,Internal,Ngovuvulana,Arusha,2,2,Arusha Rural,Musa,100,TRUE,GeoData Consultants Ltd,VWC,Lowasa pipe scheme,TRUE,2010,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
28483,200,41580,Norad,912,DWE,29.65300113,-4.78035064,Kwa Emily Kigozi,0,Lake Tanganyika,Msela,Kigoma,16,3,Kigoma Rural,Kagongo,170,TRUE,GeoData Consultants Ltd,VWC,Mgaraganza  water project,TRUE,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
63956,0,13/3/2011,Ramadhani Nyambizi,-22,Ramadhani Nyambizi,38.97709147,-5.42390123,Kwa Ramadhani Nyambizi,0,Pangani,Funguni,Tanga,4,5,Pangani,Pangani Mashariki,40,FALSE,GeoData Consultants Ltd,Private operator,,FALSE,0,other,other,other,private operator,commercial,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non-functional
20958,0,22/3/2011,Adb,1924,DWE,35.2527045,-8.56484576,none,0,Rufiji,I,Iringa,11,2,Mufindi,Mninga,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2000,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
13368,0,40850,Amref,20,AMREF,39.30008475,-7.17016593,Kwa Msingwa,0,Wami / Ruvu,Msorwa Mjini,Pwani,6,4,Mkuranga,Mbezi,300,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2004,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
34746,50,26/2/2013,Government Of Tanzania,1340,DWE,37.20501817,-4.45940128,Kereketwa,0,Pangani,Madukani,Manyara,21,4,Simanjiro,Orkesumet,200,TRUE,GeoData Consultants Ltd,Water authority,Orkesumeti pipe scheme,TRUE,2012,submersible,submersible,submersible,water authority,commercial,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
33619,0,28/2/2011,Plan Int,216,Karugendo,39.07157605,-6.91185911,Kibasira Primary School 1,0,Wami / Ruvu,Bomani,Pwani,6,3,Kisarawe,Kisarawe,250,TRUE,GeoData Consultants Ltd,Private operator,Rain water harvesting,FALSE,2006,gravity,gravity,gravity,private operator,commercial,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,non-functional
18387,0.2,17/1/2013,Tcrs,852,TCRS,35.21831434,-5.8818638,Kwa Afisa Kata,0,Internal,Kanisani,Singida,13,3,Manyoni,Kintinku,450,TRUE,GeoData Consultants Ltd,,,FALSE,1995,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non-functional
7756,1000,27/2/2013,Danida,931,DWE,35.32325883,-10.7786972,Kwa Agrei,0,Ruvuma / Southern Coast,Muungano,Ruvuma,10,2,Songea Rural,Magagura,250,TRUE,GeoData Consultants Ltd,VWC,Mradi wa maji wa Mbinga mu,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
29352,0,41039,Rwssp,0,DWE,33.869256,-3.60977005,Shule,0,Internal,Kishapu,Shinyanga,17,8,Kishapu,Kishapu,0,FALSE,GeoData Consultants Ltd,Parastatal,mhunze water piped scheme,TRUE,0,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
71222,0,40636,Government Of Tanzania,140,DWE,38.86387457,-5.1440728,Kwaamir,0,Pangani,Pasua,Tanga,4,3,Muheza,Ngomeni,250,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2003,other,other,other,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non-functional
16727,0,19/2/2013,,1618,,34.97404408,-5.08731907,Risu,0,Internal,Mughuka,Singida,13,2,Singida Rural,Ntuntu,1,TRUE,GeoData Consultants Ltd,VWC,,,1980,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
28026,0,13/7/2011,Dw,1550,DWE,31.02261054,-7.49715335,Kwa Mweyekiti Sangu,0,Lake Tanganyika,Mji Mwema,Rukwa,15,3,Nkasi,Namanyere,1,TRUE,GeoData Consultants Ltd,Water authority,M,TRUE,1996,gravity,gravity,gravity,water board,user-group,unknown,unknown,unknown,unknown,unknown,unknown,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
33606,100,41519,,1434,,34.60847535,-5.16233458,Mustafa,0,Internal,Mutahe,Singida,13,2,Singida Rural,Naintiri,200,TRUE,GeoData Consultants Ltd,VWC,M,,2000,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
69973,0,41010,Government Of Tanzania,0,RWE,0,-0.00000002,School,0,Lake Victoria,Shuleni,Mwanza,19,2,Magu,Mkula,0,TRUE,GeoData Consultants Ltd,VWC,Kalemela Water Supply,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe multiple,communal standpipe,non-functional
65090,300,24/3/2011,Danida,-10,DA,38.99765316,-6.48587058,Kwa Magendo,0,Wami / Ruvu,Dosi,Pwani,6,1,Bagamoyo,Zinga/Ikerege,50,TRUE,GeoData Consultants Ltd,VWC,Bagamoyo wate,TRUE,1983,ksb,submersible,submersible,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
39578,30,41579,,1589,,34.86736062,-4.66870866,Mabandani,136,Internal,Mitunduruni,Singida,13,2,Singida Rural,Ilongero,1,TRUE,GeoData Consultants Ltd,VWC,I,,2000,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
71339,0,26/3/2011,Wsdp,385,DWE,38.2281327,-4.87244447,Mbogoiyola,0,Pangani,Mboguiyola,Tanga,4,2,Korogwe,Mombo,100,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2007,afridev,afridev,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
40586,0,21/10/2012,Rwssp,0,WEDECO,34.17274739,-3.3374563,Imalamate,0,Internal,Malwilo,Shinyanga,17,6,Meatu,Itinje,0,TRUE,GeoData Consultants Ltd,WUG,None,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
54647,0,29/1/2013,Fini Water,371,Fini Water,38.72774069,-10.39491234,Midizini,0,Ruvuma / Southern Coast,Pacha Nne,Lindi,8,3,Nachingwea,Namatula,703,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,other,other,other,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,non-functional
16182,0,40697,Missi,1640,Missi,35.1026133,-9.55105123,none,0,Lake Nyasa,Mapera,Iringa,11,4,Njombe,Kifanya,30,TRUE,GeoData Consultants Ltd,VWC,Matund,FALSE,1998,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
19817,0,22/10/2012,Community,0,WEDECO,34.21471114,-3.43336704,Muungano,0,Internal,Mwabunga,Shinyanga,17,6,Meatu,Itinje,0,TRUE,GeoData Consultants Ltd,WUG,None,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
23226,0,19/10/2012,Williamson Diamond Ltd,0,WILLIAMSON DIAMOND LTD,33.53098241,-3.50976252,Kwa Mkuba,0,Internal,Mwabugog'Ho,Shinyanga,17,8,Kishapu,Songwa,0,FALSE,GeoData Consultants Ltd,WUA,Mwadui piped scheme,TRUE,0,gravity,gravity,gravity,wua,user-group,unknown,unknown,soft,good,enough,enough,dam,dam,surface,communal standpipe,communal standpipe,functional
67763,0,20/2/2013,Dwsp,0,DWE,0,-0.00000002,Wazazi,0,Lake Victoria,Ng'Humguluma,Shinyanga,17,1,Bariadi,Bumera,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
57031,0,41100,Rwssp,0,RWSSP,32.93477065,-3.38243492,Kwa Bahayano,0,Lake Victoria,Mwambiti,Shinyanga,17,3,Shinyanga Rural,Solwa,0,TRUE,GeoData Consultants Ltd,WUG,,TRUE,0,walimi,other handpump,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non-functional
43202,1000,41337,Danida,915,DWE,35.34726591,-10.85958396,Kwa John,0,Ruvuma / Southern Coast,Songambele,Ruvuma,10,2,Songea Rural,Magagura,0,TRUE,GeoData Consultants Ltd,VWC,Mradi wa maji wa magagula,FALSE,1987,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
9484,0,24/1/2013,World Bank,0,WEDECO,32.4163726,-3.53430909,Kwa Mama Christina,0,Lake Tanganyika,Namba Mbili,Shinyanga,17,3,Kahama,Segese,0,TRUE,GeoData Consultants Ltd,,Segese pipe scheme,TRUE,0,submersible,submersible,submersible,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,other,other,non-functional
47747,0,28/3/2011,Ga,1338,Ga,36.86965376,-6.19932233,Mnadani,0,Wami / Ruvu,Mnadani,Morogoro,5,1,Kilosa,Gairo,250,TRUE,GeoData Consultants Ltd,VWC,Ms,TRUE,2009,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,broken
71045,0,41368,Government Of Tanzania,1410,DWE,36.66756849,-3.35346525,Kanisani,0,Pangani,Inyuata,Arusha,2,2,Arusha Rural,Kiranyi,200,TRUE,GeoData Consultants Ltd,VWC,Kiranyi pipe line,TRUE,2010,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
51432,300,31/3/2011,Ikela Wa,270,Ikela Wa,36.94280493,-7.70910298,Nyumbabora,0,Rufiji,Sumbuguru,Morogoro,5,3,Kilombero,Kidatu,75,TRUE,GeoData Consultants Ltd,Company,Ikela Wa,TRUE,2005,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
68417,0,22/10/2012,Rwssp,0,DWE,33.54558039,-3.35305102,Shule,0,Internal,Mondo,Shinyanga,17,8,Kishapu,Mondo,0,FALSE,GeoData Consultants Ltd,Parastatal,,FALSE,0,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
58197,20,41457,Tag,1737,TAG,35.04111461,-4.138912,Kanisani,0,Internal,Bisyan,Manyara,21,3,Mbulu,Haidom,152,TRUE,GeoData Consultants Ltd,Parastatal,,TRUE,2008,india mark ii,india mark ii,handpump,parastatal,parastatal,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
64733,0,25/3/2013,Government Of Tanzania,1565,DWE,37.51504587,-3.26760816,Kwa Elisifa Mamuya,0,Pangani,Wanja,Kilimanjaro,3,4,Moshi Rural,Marangu Mashariki,65,FALSE,GeoData Consultants Ltd,VWC,Arisi/himo,TRUE,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,broken
58621,0,41338,Adra,1389,Adra/Community,36.96232983,-3.35502277,Jofrey Vangael,0,Pangani,Ulkusare,Arusha,2,7,Meru,Kikatiti,130,TRUE,GeoData Consultants Ltd,VWC,Maambreni gravity water supply,TRUE,2002,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
27356,0,40670,Kkkt,0,KKKT,33.09887075,-9.25322793,Jahasi,0,Lake Nyasa,Shongo,Mbeya,12,6,Mbozi,Nyimbili,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
59124,0,13/7/2011,Danida,0,Central government,33.92661272,-9.67372883,Athumani Mwaisangwa,0,Lake Nyasa,Isubha,Mbeya,12,3,Kyela,Ngonga,0,TRUE,GeoData Consultants Ltd,VWC,Ngana water supplied scheme,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
19014,50,40880,Private Individual,163,WU,38.35213435,-6.63922957,Mlamchaga,0,Wami / Ruvu,Magwila,Pwani,6,1,Bagamoyo,Chalinze,25,TRUE,GeoData Consultants Ltd,WUA,Chalinze wate,TRUE,2004,ksb,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
43976,300,18/3/2011,Solidame,251,SOLIDAME,36.70388407,-8.13415638,Kwakibiriti,0,Rufiji,Katindiuka C,Morogoro,5,3,Kilombero,Ifakara,350,TRUE,GeoData Consultants Ltd,,,TRUE,2003,other,other,other,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
36818,50,21/1/2013,Ministry Of Water,1141,DWE,33.44978402,-2.1485294,Kwa Tungaraza Chami,0,Lake Victoria,Kati,Mara,20,4,Bunda,Kibara,420,TRUE,GeoData Consultants Ltd,VWC,KIBUWA,TRUE,1978,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,non-functional
63988,0,22/7/2011,Hesawa,0,DWE,31.74440681,-1.34078739,Kwa Vedasto,0,Lake Victoria,Nsisha,Kagera,18,2,Bukoba Rural,Kabaragaine,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
32977,1000,40666,Danida,1407,DANID,35.53388795,-7.72114049,none,0,Rufiji,Nzihi A,Iringa,11,1,Iringa Rural,Nzihi,250,TRUE,GeoData Consultants Ltd,VWC,Nzihi,TRUE,1985,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
64123,0,40606,Government Of Tanzania,0,Government,32.9070894,-8.39788328,Shuleni,0,Lake Rukwa,Lutumbi,Mbeya,12,1,Chunya,Mbangala,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
24360,0,41610,Siza Mayengo,1258,Siza Mayengo,34.26464753,-1.71243692,Siza Mayengo,0,Lake Victoria,Kati,Mara,20,2,Serengeti,Kenyamonta,50,,GeoData Consultants Ltd,Other,,TRUE,0,other - rope pump,rope pump,rope pump,other,other,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
64660,200,23/3/2011,Danida,25,DA,38.89141556,-6.5639741,Msikitini,0,Wami / Ruvu,Buma Magharibi,Pwani,6,1,Bagamoyo,Kiromo,80,TRUE,GeoData Consultants Ltd,Company,Bagamoyo wate,TRUE,1987,ksb,submersible,submersible,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
34331,0,40794,Roman Ca,782,Roman Ca,37.64148466,-6.90514181,Shuleni,0,Wami / Ruvu,Mundu,Morogoro,5,5,Morogoro Urban,Mzinga,500,TRUE,GeoData Consultants Ltd,VWC,Maunga R,TRUE,2005,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,broken
32645,1000,23/7/2011,De,1937,DWE,31.35036415,-7.74893268,Baba Riziki,0,Lake Rukwa,Namitomola,Rukwa,15,3,Nkasi,Kipande,150,FALSE,GeoData Consultants Ltd,VWC,,FALSE,2006,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,broken
